tmk,lot_size_req,depth_to_wt_suitability,sma_constraints,climate_suitability,slope_req,in_flood_zone,in_sma,coast_within_100_ft,stream_within_50_ft
211003003,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,1,1,0,0
211003006,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,1,1,0,0
211003012,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,1,1,0,0
211003030,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
211003031,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
211003041,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211003053,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211003057,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211003058,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,1,1,0,0
211003059,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,1,1,0,0
211003061,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,1,1,0,0
211003068,"Greater than 21,000 sqft",Between 3 and 6 ft,Within 50 ft,Hydric,Slope less than 8%,1,1,1,0
211003070,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,1,1,0,0
211003072,"Greater than 21,000 sqft",,Within 50 ft,Hydric,,1,1,0,0
211003073,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,1,1,0,0
211003089,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,1,1,0,0
211003090,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,1,1,0,0
211003091,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,1,1,0,0
211004002,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
211004004,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211004035,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
211004039,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005003,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005004,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005006,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005007,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005009,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005010,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005011,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005015,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005016,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005043,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005047,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
211005050,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005056,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211005058,"Less than 10,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211006002,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
211006003,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211006005,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211006008,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211006009,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211006011,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
211007005,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
211007020,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
211008021,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
212002002,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
212002007,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
212002011,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
212002015,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212002016,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212002017,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
212002018,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
212002019,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
212002021,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
212002022,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212002023,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212002033,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212002036,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
212002037,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212002038,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212002041,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212002043,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212002045,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
212003003,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
212003005,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
212003006,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212003007,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212003017,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
212003018,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,1,1,0,0
212003022,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212003026,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,0,0,0
212003031,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
212003032,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
212003033,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,0,0,0
212003041,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212003042,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
212003044,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,1
212003049,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
212003055,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,1
213002001,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213002004,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213002005,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
213002009,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
213002011,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
213002014,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
213002015,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
213002017,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
213002025,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
213002032,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
213002034,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
213002035,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
213002044,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
213003020,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213003031,"Less than 10,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213003032,"Less than 10,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213003047,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
213004002,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
213004005,"Less than 10,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
213004006,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213005010,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213005012,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
213005014,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213005015,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
213005016,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
213005019,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213005020,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
213005022,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213005023,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213005024,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213005025,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213005027,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213005032,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213005033,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
213006004,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213006009,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213006013,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213007002,"Less than 10,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,1,1,0,0
213007006,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,1,1,0,0
213007010,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,1,1,0,0
213007015,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,1,1,0,0
213007017,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,1,1,0,0
213007018,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,1,1,0,0
213007020,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,1,1,0,0
213007022,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope greater than 12%,1,1,1,0
213007023,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,1,1,0,0
213007025,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,1,1,0,0
213008002,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
213008003,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213008004,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
213008005,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213008006,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213008007,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213008008,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213008009,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213008010,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213008011,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213008013,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
213008014,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
213008015,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
213008016,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,0,0,0
213008017,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008019,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008020,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008021,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008022,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008023,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008024,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008025,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008026,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008027,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008029,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008030,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008031,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
213008032,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008036,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008038,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008039,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008040,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008041,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213008042,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
213008043,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
213009003,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009004,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009011,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope between 8 to 12%,0,0,0,0
213009013,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
213009014,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
213009022,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213009025,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213009027,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213009028,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213009030,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
213009031,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213009032,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope between 8 to 12%,0,0,0,0
213009033,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213009036,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213009042,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
213009046,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009049,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
213009050,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009051,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope greater than 12%,0,1,0,0
213009052,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009054,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
213009060,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009061,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009062,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009065,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009071,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009073,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009078,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope between 8 to 12%,0,1,0,0
213009085,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009089,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
213009092,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope less than 8%,0,0,0,0
213009095,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope between 8 to 12%,0,0,0,0
213009096,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Hydric,Slope greater than 12%,0,0,0,0
213009098,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Hydric,Slope less than 8%,0,1,0,0
214003001,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,1,1,0,0
214003003,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
214003004,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,0,1,0,0
214003009,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope greater than 12%,0,0,0,0
214003020,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope less than 8%,0,0,0,0
214003023,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
214003028,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,0,1,0,0
214003029,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
214003034,"Greater than 21,000 sqft",Greater than 6 ft,Beyond 50 ft,Mesic,Slope between 8 to 12%,0,0,0,0
214003039,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope greater than 12%,0,1,0,0
214003040,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
214003046,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,0,1,0,0
214003048,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope greater than 12%,0,1,0,0
214004013,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
214004014,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
214004033,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope greater than 12%,0,1,0,0
214005015,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
214005020,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope greater than 12%,0,1,0,0
214005023,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
214005033,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
214005043,"Less than 10,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,1,1,0,0
214005044,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,1,1,0,0
214005045,"Less than 10,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
214005048,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
214005049,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope greater than 12%,0,1,0,0
214006003,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,0,1,0,0
214006007,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope greater than 12%,0,1,0,0
214006011,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
214006015,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,0,1,0,0
214006017,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,0,1,0,0
214006019,"Between 10,000 and 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,0,1,0,0
214006020,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,0,1,0,0
214006022,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,0,1,0,0
214006029,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,0,1,0,0
214006030,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope between 8 to 12%,0,1,0,0
214008003,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope greater than 12%,1,1,1,0
214008004,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,1,1,0,0
214008005,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,1,1,0,0
214008006,"Greater than 21,000 sqft",Greater than 6 ft,Within 50 ft,Mesic,Slope less than 8%,1,1,0,0
